,index,log_rsq,log_int_val,int_val,int_pval,slope_val,log_rsq_adj,rsq,rsq_adj,log_int_pval,log_slope_val,log_slope_pval,slope_pval,subj_id
90,(wfpt.46),6.463254306865451e-06,1.3018645330256935,0.6912538772619412,0.0,-0.004683777547705699,-1.8537834166165723e-05,2.7219746327689087e-05,2.219176792883637e-06,0.0,-0.0023367166926153773,0.611142313663535,0.29675130228091884,s161
91,(wfpt.47),9.514969778967597e-06,1.2661170206158139,0.5919289393968371,0.0,0.0006845862101456561,-1.5489793299350296e-05,6.769879449253224e-07,-2.432424519205334e-05,0.0,0.0024402232481164528,0.5373252199061802,0.8692954812759788,s163
92,(wfpt.48),0.04322183262239354,1.1215215777309664,0.673264595661538,0.0,0.162472780700594,0.043197911972176706,0.04402476229546459,0.044000861719493245,0.0,0.16001288046339035,0.0,0.0,s165
93,(wfpt.49),0.02479184782129562,1.1319404422789647,0.5418423182608116,0.0,0.11607034070797259,0.02476746639842009,0.02432407162533179,0.024299678507466616,0.0,0.11861569504369307,2.2945733504773636e-220,3.388179981467849e-216,s168
94,(wfpt.5),0.0009601265028367223,1.1909023676411468,0.5300160888652388,0.0,0.0245908420436364,0.0009315089183767888,0.0007362907904039373,0.0007077387671680091,0.0,0.025142000930012842,7.0042143173482934e-09,3.8306376220759547e-07,s014
95,(wfpt.50),1.0321547721736657e-05,1.288665281870869,0.6409197357841262,0.0,-0.008989455112749008,-1.4679444289011911e-05,6.933315342172452e-05,4.433363677480706e-05,0.0,-0.003753397697520599,0.520532433088701,0.09585143047693394,s170
96,(wfpt.51),8.836817633528504e-06,1.2449004703104887,0.5020309962428313,0.0,-0.0015312219591227675,-1.6164211497526892e-05,2.310654498849374e-06,-2.2690537794245458e-05,0.0,0.002979657261523841,0.5521654128607238,0.7611222398724786,s173
97,(wfpt.52),0.000578818226806832,1.2488419817477543,0.6211041223122831,0.0,0.04263577012732244,0.0005538314479236472,0.0012718657540126133,0.0012468963021838864,0.0,0.03296232003471426,1.4922228239006122e-06,9.700417719830847e-13,s179
98,(wfpt.53),0.00038250602701173086,1.2968487375139721,0.772667839842956,0.0,0.030487407838685247,0.0003571979735919051,0.0007886389284771367,0.0007633411574234916,0.0,0.023374964829213876,0.00010137507273321131,2.3742183083995262e-08,s180
99,(wfpt.54),2.9226876377963507e-06,1.2486175414754754,0.5227027893785686,0.0,-0.003801721735965183,-2.207848935387169e-05,1.2745910038636232e-05,-1.225502136015244e-05,0.0,0.001797813855125438,0.7324209113339739,0.4752220759601128,s182
100,(wfpt.55),0.001588037038995127,1.2631139275924927,0.6806317415796524,0.0,0.05419858114527108,0.0015627595068931077,0.003779278929442076,0.003754056874627265,0.0,0.036564210845890024,2.3191580879387238e-15,2.16899802929768e-34,s184
101,(wfpt.56),0.0027439654504114452,1.2837242195170493,0.7763270071105839,0.0,0.06461726344146601,0.0027180606777136296,0.005741989325748986,0.005716163100732752,0.0,0.04156499337257518,8.246542720488682e-25,3.8717484909862565e-50,s187
102,(wfpt.57),0.0012843718425604722,1.2306070823980764,0.5623614059549762,0.0,0.04301407323277842,0.0012594027033996369,0.0020957157422086814,0.002070766887659614,0.0,0.03588634452175088,7.515910509214712e-13,5.1746633012148516e-20,s190
103,(wfpt.58),7.276237044617773e-05,1.3045367695363437,0.6291386292544231,0.0,0.012347999314571027,4.776293953390187e-05,8.379323040386133e-05,5.8794075276979996e-05,0.0,-0.016798058844877395,0.08800901826655474,0.06713727110258468,s192
104,(wfpt.59),0.00037347449709634883,1.3369112698261547,0.7480055084693455,0.0,-0.01928041277373132,0.0003484794598273,0.0004565932922853122,0.00043160345762593977,0.0,-0.021519714975264042,0.00011104542132524133,1.9202880966003303e-05,s196
105,(wfpt.6),7.481883894988606e-06,1.2792723480974175,0.6102267402484377,0.0,0.00574903287167737,-1.7519179110969674e-05,3.942414937907479e-05,1.4423884969638756e-05,0.0,0.0025893256676719073,0.5843481064460627,0.2092080058732165,s015
106,(wfpt.60),0.0023430669316416575,1.2801860843236912,0.73601248688172,0.0,0.06761961787108607,0.0023161017731717637,0.006584742950409339,0.006557892438028956,0.0,0.03670476218767216,1.2071874346007681e-20,4.2654983154799306e-55,s198
107,(wfpt.61),0.0018159020123895697,1.168059365615243,0.3950651471805532,0.0,0.03235459996642062,0.0017909461621474776,0.0012062604000399046,0.0011812893079953257,0.0,0.0385819544103458,1.5112030433972083e-17,3.70157419271945e-12,s205
108,(wfpt.62),0.004090879610172848,1.147736505775942,0.4057181717148603,0.0,0.04316712521694277,0.004065977524298159,0.002232576448712331,0.002207631015851974,0.0,0.05704133104103157,1.5590335566160194e-37,3.229759195325646e-21,s206
109,(wfpt.63),9.868150447456259e-06,1.2523312823817259,0.526694592138172,0.0,0.0040141569614022005,-1.5132852898780413e-05,1.5285627771199906e-05,-9.715240131491498e-06,0.0,0.003308640588633692,0.5298374528562347,0.43426434020978244,s207
110,(wfpt.64),4.411943255067108e-05,1.2749173018062985,0.6538440283730151,0.0,0.013562179871689962,1.9119285529223262e-05,0.00013464573069876806,0.0001096478469478912,0.0,0.00876857379947825,0.18403862091915213,0.020300635390110452,s209
111,(wfpt.65),6.7898918284514664e-06,1.3361037949403403,0.8242312334055636,0.0,0.00202617035823879,-1.952710406905034e-05,6.077331850873335e-06,-2.023968279907251e-05,0.0,0.001956552658274026,0.6114976673616104,0.6308394534335984,s212
112,(wfpt.66),0.0019633655201213296,1.2715271817181542,0.7378890634683358,0.0,0.0585798360130278,0.0019384133566512363,0.004225709132171462,0.004200813530119696,0.0,0.04249310756707967,7.578406467179001e-19,1.012681769515695e-38,s216
113,(wfpt.67),0.011076141194451883,1.217413655725621,0.7343916392693698,0.0,0.09007316265010676,0.01105141686176514,0.011166969826645556,0.011142247764788227,0.0,0.08870004564916828,6.913428149628164e-99,1.0969012824240974e-99,s218
114,(wfpt.68),6.660686683901407e-05,1.2815839692359936,0.6428335392797713,0.0,0.013025429733435767,4.160728203150832e-05,0.00019585044677428165,0.0001708540932178204,0.0,0.007393802530838378,0.10262961680305087,0.005126413089712046,s226
115,(wfpt.69),0.0004941543459651143,1.2682625111235142,0.6755955689080678,0.0,0.03324973641945103,0.0004691654503790055,0.0009025700141966908,0.0008775913295129278,0.0,0.026644927913609243,8.735096261759316e-06,1.8583341601187633e-09,s233
