,index,rsq,log_slope_val,log_int_pval,int_pval,log_rsq,log_int_val,slope_pval,log_rsq_adj,log_slope_pval,rsq_adj,slope_val,int_val,subj_id
0,(wfpt.0),0.011732732932131507,0.09490952386982929,0.0,0.0,0.006035727505819377,1.1705697385856233,0.0,0.006031157492106587,2.619134776952324e-288,0.011728189132799716,0.10825053799334217,0.58915018276183,s005
1,(wfpt.1),1.5551313387929255e-05,0.00835176290291316,0.0,0.0,0.00012922331938258758,1.2059295941449468,0.08319321845684735,0.00012400219838482052,6.532143756773934e-07,1.0369993121983612e-05,0.0030197067631604004,0.5215386619384574,s007
2,(wfpt.10),0.0029402523309560724,0.04190004676012117,0.0,0.0,0.0013728440899074545,1.241465922672612,6.719796491404203e-143,0.0013683048342963966,1.0764279163008017e-67,0.002935720199992775,0.05422790574655305,0.6299764461375976,s028
3,(wfpt.100),0.00019237987373310617,0.027139157311250293,0.0,0.0,0.0009027419345160048,1.2239822385815273,8.110565733623155e-11,0.0008981850069360586,5.667404024239637e-45,0.00018782490001989505,0.013311893044810974,0.6079434642989195,s359
4,(wfpt.101),0.0008778267135347573,0.009736792551237827,0.0,0.0,8.963945601148104e-05,1.26514393102888,7.920064847229284e-44,8.50838066795978e-05,9.176457771861789e-06,0.0008732748626145703,0.02820005324881448,0.597901374912922,s365
5,(wfpt.102),0.0029492325111800666,0.03850368500100815,0.0,0.0,0.0012990841672252396,1.230594519517676,5.219184595507202e-143,0.001294534235490974,5.174817461893515e-64,0.002944690097274383,0.053196417785227226,0.5763501648869416,s368
6,(wfpt.103),2.135782926993013e-05,-0.006774742885158524,0.0,0.0,4.144086557900106e-05,1.2974618620225995,0.031138257155033308,3.683305889756738e-05,0.0027095438163726396,1.676018404017654e-05,-0.0037465855802064616,0.7374909341481842,s369
7,(wfpt.104),0.04807268860799507,0.23550016359684,0.0,0.0,0.03616251648673863,1.007120007277804,0.0,0.036158135367439725,0.0,0.04806836162633432,0.22030159101728833,0.579701512635211,s372
8,(wfpt.105),3.7631493398082583e-06,0.0019071324624100727,0.0,8.240731794950525e-231,8.288853472038227e-06,1.0739890077352614,0.4092006680268421,2.714546162740916e-06,0.22268806238722655,-1.7617527965363422e-06,0.00148761621740127,0.06720190319654307,s373
9,(wfpt.106),0.001301980555324933,0.026362549563675494,0.0,0.0,0.00045265550460260595,1.2504304161336768,3.759960870122681e-64,0.0004481017166660939,2.0849612437534327e-23,0.0012974306367861121,0.040230357188374276,0.6032230556751914,s374
10,(wfpt.107),0.00030036680307299335,0.0036462396839639956,0.0,0.0,1.5276989613788317e-05,1.2757077663745309,5.843781792597096e-16,1.068866193343343e-05,0.06804755045381716,0.0002957809828674218,0.01567191704600956,0.6277107944591541,s376
11,(wfpt.108),5.189473095690289e-08,-0.0027553752747094384,0.0,0.0,7.74125051095087e-06,1.2553690124981678,0.9149087632074868,3.1952939035795325e-06,0.19191221505989653,-4.493600901378514e-06,-0.00022389515253082434,0.5403110548307579,s380
12,(wfpt.109),0.0017791940073969004,0.022559250207634586,0.0,0.0,0.00044136954074780466,1.3096262991902554,1.3024125092645228e-86,0.00043679448293709733,9.145774566284775e-23,0.0017746254493048452,0.04100824500151072,0.8169060396961896,s383
13,(wfpt.11),8.496883776576425e-07,-0.0006428469098250275,0.0,0.0,1.141767570378427e-06,1.111086730478907,0.6658419110007323,-3.442102954442916e-06,0.6177214945271106,-3.706157918337283e-06,-0.0006368137579830234,0.13219428000224953,s032
